gender,body_mass,beak_length,beak_depth,fin_length,bird category
0,0.2916666666666667,0.19607843137254902,0.6666666666666666,0.15517241379310345,0
1,0.3055555555555556,0.21176470588235288,0.5119047619047618,0.2413793103448276,0
1,0.1527777777777778,0.24313725490196061,0.5833333333333334,0.39655172413793105,0
1,0.2222222222222222,0.21568627450980393,0.5476190476190476,0.2413793103448276,0
1,0.20833333333333334,0.10196078431372554,0.7380952380952381,0.3620689655172414,0
0,0.2638888888888889,0.2039215686274508,0.892857142857143,0.3103448275862069,0
1,0.2569444444444444,0.18823529411764695,0.5595238095238096,0.15517241379310345,0
0,0.5486111111111112,0.20000000000000007,0.773809523809524,0.39655172413793105,0
1,0.2152777777777778,0.0,0.5952380952380955,0.3620689655172414,0
1,0.4305555555555556,0.3098039215686274,0.8452380952380951,0.3103448275862069,0
1,0.16666666666666666,0.14509803921568612,0.4761904761904764,0.2413793103448276,0
1,0.2777777777777778,0.14509803921568612,0.5000000000000001,0.13793103448275862,0
1,0.1388888888888889,0.27450980392156865,0.5357142857142859,0.1724137931034483,0
0,0.3055555555555556,0.17647058823529413,0.9642857142857142,0.3275862068965517,0
0,0.4722222222222222,0.0196078431372549,0.9523809523809526,0.4482758620689655,0
1,0.2777777777777778,0.09803921568627451,0.5595238095238096,0.22413793103448276,0
1,0.20833333333333334,0.18039215686274515,0.7023809523809524,0.39655172413793105,0
0,0.5,0.3294117647058823,0.9047619047619047,0.43103448275862066,0
1,0.1736111111111111,0.01176470588235283,0.6309523809523808,0.20689655172413793,0
0,0.4166666666666667,0.4666666666666666,1.0,0.3793103448275862,0
1,0.19444444444444445,0.14509803921568612,0.6190476190476192,0.034482758620689655,0
0,0.25,0.14117647058823535,0.6666666666666666,0.13793103448275862,0
1,0.3055555555555556,0.07058823529411754,0.7261904761904762,0.29310344827586204,0
0,0.3472222222222222,0.16078431372549026,0.5952380952380955,0.22413793103448276,0
0,0.3055555555555556,0.18431372549019592,0.488095238095238,0.13793103448275862,0
1,0.3055555555555556,0.0470588235294116,0.6904761904761904,0.25862068965517243,0
0,0.2361111111111111,0.2549019607843137,0.654761904761905,0.1896551724137931,0
1,0.1388888888888889,0.2509803921568627,0.5714285714285713,0.25862068965517243,0
1,0.125,0.14901960784313714,0.654761904761905,0.0,0
0,0.3472222222222222,0.2509803921568627,0.6904761904761904,0.13793103448275862,0
1,0.1527777777777778,0.21176470588235288,0.4285714285714285,0.10344827586206896,0
0,0.3333333333333333,0.12156862745098045,0.5952380952380955,0.10344827586206896,0
1,0.16666666666666666,0.21176470588235288,0.5595238095238096,0.27586206896551724,0
